56,694,69,142
162,700,77,155
397,697,93,183
509,700,109,189
640,702,125,189
793,703,126,196
944,708,124,187
1076,709,143,190
1339,741,141,151
1493,738,148,145
1726,731,122,130
608,507,71,81
694,507,66,82
776,494,70,94
864,495,78,94
963,495,81,98
1059,497,94,104
632,443,65,77
726,448,62,71
813,448,59,67
914,449,74,69
1005,448,70,68
1093,449,73,65
727,367,49,56
923,372,52,52
992,368,55,57
